header,review,rating,name,location,date
DO NOT USE,"We had GoHenry for years and (mostly) loved it. Other than a few glitches and issues where the system would go down for a day or two at a time, it worked. Unfortunately, it really went downhill. They sent us a new card without contacting us first and it supposedly got lost in the mail. In the meantime, they cancelled my son's card - which was still over a month from expiring - without telling us. We had over $900 in the account which we couldn't access. When I called them, they told me that it was a mistake and that I should just wait for the new card. Three days later, I called and told them they needed to either overnight us a new card, reactivate the old card, or cancel the account. I was told the first two options weren't viable so the account was cancelled. It's been 20 days and we still don't have our money. They couldn't just put it in our bank account, apparently, because they don't have our banking info anymore. They didn't reach out to us when they decided they couldn't send us our money back - I had to follow up with them. I was then told it was all just due to a glitch. Then I was told that no, it wasn't just a glitch, I did need to provide banking info again. I asked for a check instead and they said they can't do checks because they're based overseas. I provided them the banking info and asked for a supervisor to call back. I was assured one would call the next day. Three days later - no supervisor call and WE ARE STILL OUT OVER $900. We're now a Greenlight customer. I suggest you stay away from GoHenry. If it's too late for you to do so, I HIGHLY suggest you keep minimal amounts of money in the account so that, if you end up in our situation, you're not waiting a month or more for your money to be given back to you.Edited to add:The response below and the phone call she's referring to came AFTER I posted here and followed up with the Better Business Bureau. Turns out, supervisors will become responsive if you get the BBB involved!Second edit: I don't know how your times are different - maybe because there was a delay since you're not in the US? I honestly don't know. I just know that I was finally contacted by you guys AFTER I emailed (again) and posted here and with the BBB. Given the fact I still didn't have our money (I've been assured it'll just be another few days) and the length of time it's taken, I'm pretty sure that the customer service and overall experience is still the primary concern here.",1,Valerie Martin,United States,2024-05-09
Great app great great great app great…,Great app great great great app great app awesome app great app great apps awesome app ,5,Consumer,United States,2024-05-10
So easy to use and engaging for the kids,,5,Jason Litzow,United States,2024-04-30
Great app for kiddos to learn financial…,Great app for kiddos to learn financial responsibility ,5,Dan,United States,2024-07-11
It seems to be a good app so far,It seems to be a good app so far. Just getting started. ,5,N Sims,United States,2024-03-20
Nice company.,,5,Asit Pradhan,India,2024-06-16
So far so good,So far my kid is learning. It’s been great for him. ,5,customer,United States,2024-06-01
Be upfront about costs,Be upfront about costs. App is not user friendly and please refund my money back ,1,customer,United States,2024-06-02
I just don't believe  u should charge…,I just don't believeu should charge 10.00 for a child's account ,1,customer,United States,2024-06-25
Great way to help my kids start there…,Great way to help my kids start there credit.,5,customer,United States,2024-05-22
So cool and very informative,So cool and very informative ,5,Emery Wright,United States,2024-04-03
Great guyggyybgybyy by,,5,ChillsStikbot S,United States,2024-06-08
Login was awesome experience what’s…,Login was awesome experience what’s next? colonoscopy?,4,Stephen F,United States,2024-03-24
Everything is great!,,5,customer,United States,2024-08-07
I get to track my money and saving with…,I get to track my money and saving with ease!,5,Aviva Gibbs,United States,2024-05-22
love it ,"love it , great to teach my kids finances",5,KRISTINA Valdez,United States,2024-05-27
Very convenient,"Very convenient, easy to operate, fast transferring. ",5,Desislava Nikolov,United States,2024-06-24
Able to transfer money to kids with no…,Able to transfer money to kids with no hassle ,5,Rosheika Satcher,United States,2024-05-08
good product,,5,Voiceee,United States,2024-08-10
I’m still learning how to use it but I…,I’m still learning how to use it but I think it’s nice so far ,3,customerHarolena Bivens,United States,2024-05-16
Great app to help kids manage and learn…,Great app to help kids manage and learn money. 💵 ,5,Stephanie Kotaniemi,United States,2024-03-23
So easy and effective!,So easy! And the kids are doing more chores!,5,David Furlong,United States,2024-05-29
Love how easy it is to use,Love how easy it is to use,5,Teresa Romano,United States,2024-07-15
Great,Doing amazing job,5,franca okere,United States,2024-05-12
Payment,I thought they got paid if the chores were marked completed,3,Tajsa Dunn,United States,2024-06-08
Great idea and great platform.,Great idea and great platform. ,4,Chaumin Wahweotten,United States,2024-06-21
It’s too complicated,,1,customer,United States,2024-05-18
It’s really easy to use,It’s reallly easy to use and it’s easy to setup,5,Ian Xiros,United States,2024-05-13
I’m going to pay with this card,I’m going to pay with this card ,5,Sebastien Zahlene,United States,2024-03-23
EXCELLENT CUSTOMER SERVICE!!,,5,Ivon Valentine,United States,2024-08-01
I like it cause is easy to use for my…,I like it cause is easy to use for my child ,5,Consumer,United States,2024-04-17
